ID Number,Name,Difficulty Value,Ability Number,Level,Species,Form Number,Held Item,Move 1,Move 2,Move 3,Move 4,Ball Seal,Difficulty Value,Ability Number,Level,Species,Form Number,Held Item,Move 1,Move 2,Move 3,Move 4,Ball Seal,Difficulty Value,Ability Number,Level,Species,Form Number,Held Item,Move 1,Move 2,Move 3,Move 4,Ball Seal,Difficulty Value,Ability Number,Level,Species,Form Number,Held Item,Move 1,Move 2,Move 3,Move 4,Ball Seal,Difficulty Value,Ability Number,Level,Species,Form Number,Held Item,Move 1,Move 2,Move 3,Move 4,Ball Seal,Difficulty Value,Ability Number,Level,Species,Form Number,Held Item,Move 1,Move 2,Move 3,Move 4,Ball Seal
256,Jackson,10,0,34,MAGNEMITE,0,None,Magnet Bomb,Spark,Thunder Wave,-,0,10,0,34,MAGNEMITE,0,None,Magnet Bomb,Spark,Thunder Wave,-,0,10,0,34,MAGNEMITE,0,None,Magnet Bomb,Spark,Thunder Wave,-,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,Gary,10,0,37,MAGNEMITE,0,None,Spark,Magnet Bomb,-,-,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,Philip,30,0,40,MACHOKE,0,None,-,-,-,-,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259,Jenna,20,0,15,BUDEW,0,None,Absorb,Stun Spore,Water Sport,-,0,20,0,16,BUDEW,0,None,Absorb,Stun Spore,Water Sport,-,0,20,0,17,BUDEW,0,None,Absorb,Stun Spore,Water Sport,-,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260,Angela,20,0,19,ROSELIA,0,None,Mega Drain,Poison Sting,Stun Spore,-,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
261,Aaron,250,0,49,YANMEGA,0,None,Air Slash,Bug Buzz,U-turn,Double Team,0,250,0,49,SCIZOR,0,None,Iron Head,X-Scissor,Night Slash,Quick Attack,0,250,0,50,VESPIQUEN,0,None,Attack Order,Defend Order,Heal Order,Power Gem,0,250,0,51,HERACROSS,0,None,Megahorn,Close Combat,Night Slash,Stone Edge,0,250,0,53,DRAPION,0,Sitrus Berry,X-Scissor,Cross Poison,Ice Fang,Aerial Ace,0,,,,,,,,,,,
262,Bertha,250,0,50,WHISCASH,0,None,Earth Power,Aqua Tail,Zen Headbutt,Sandstorm,0,250,0,53,GLISCOR,0,None,Earthquake,Ice Fang,Fire Fang,Thunder Fang,0,250,0,52,HIPPOWDON,0,None,Earthquake,Stone Edge,Crunch,Yawn,0,250,0,52,GOLEM,0,None,Earthquake,Fire Punch,ThunderPunch,Sandstorm,0,250,0,55,RHYPERIOR,0,Sitrus Berry,Earthquake,Rock Wrecker,Megahorn,Avalanche,0,,,,,,,,,,,
263,Flint,250,0,52,HOUNDOOM,0,None,Flamethrower,Sludge Bomb,Dark Pulse,Sunny Day,0,250,0,55,FLAREON,0,None,Overheat,Giga Impact,Quick Attack,Will-O-Wisp,0,250,0,53,RAPIDASH,0,None,Flare Blitz,SolarBeam,Bounce,Sunny Day,0,250,0,55,INFERNAPE,0,None,Flare Blitz,ThunderPunch,Mach Punch,Earthquake,0,250,0,57,MAGMORTAR,0,Sitrus Berry,Flamethrower,Thunderbolt,SolarBeam,Hyper Beam,13,,,,,,,,,,,
264,Lucian,250,0,53,MR. MIME,0,None,Psychic,Thunderbolt,Reflect,Light Screen,0,250,0,55,ESPEON,0,None,Psychic,Shadow Ball,Quick Attack,Signal Beam,0,250,0,54,BRONZONG,0,None,Psychic,Gyro Ball,Earthquake,Calm Mind,0,250,0,56,ALAKAZAM,0,None,Psychic,Energy Ball,Focus Blast,Recover,0,250,0,59,GALLADE,0,Sitrus Berry,Drain Punch,Psycho Cut,Leaf Blade,Stone Edge,0,,,,,,,,,,,
265,Curtis,0,0,7,STARLY,0,None,-,-,-,-,0,0,0,7,SHINX,0,None,-,-,-,-,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266,Drew,10,0,27,GASTLY,0,None,Payback,Sucker Punch,Confuse Ray,-,0,10,0,27,GASTLY,0,None,Sucker Punch,Night Shade,Confuse Ray,-,0,10,0,27,GASTLY,0,None,Night Shade,Payback,Confuse Ray,-,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
267,Cynthia,250,0,58,SPIRITOMB,0,None,Dark Pulse,Psychic,Silver Wind,Shadow Ball,0,250,0,58,ROSERADE,0,None,Energy Ball,Sludge Bomb,Toxic,Extrasensory,0,250,0,60,TOGEKISS,0,None,Air Slash,Aura Sphere,Water Pulse,Shock Wave,0,250,0,60,LUCARIO,0,None,Aura Sphere,ExtremeSpeed,Shadow Ball,Stone Edge,0,250,0,58,MILOTIC,0,None,Surf,Ice Beam,Mirror Coat,Dragon Pulse,0,250,0,62,GARCHOMP,0,Sitrus Berry,Dragon Rush,Earthquake,Flamethrower,Giga Impact,0
268,Sergio,60,0,41,SNOVER,0,None,Ice Shard,Swagger,Icy Wind,Wood Hammer,0,60,0,42,SNEASEL,0,None,Icy Wind,Slash,Faint Attack,Quick Attack,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
269,Isaiah,60,0,44,PILOSWINE,0,None,Earthquake,Fury Attack,Ice Fang,AncientPower,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270,Savannah,60,0,39,SNORUNT,0,None,Ice Fang,Crunch,Hail,Protect,0,60,0,40,SNORUNT,0,None,Ice Fang,Crunch,Hail,Protect,0,60,0,42,GLALIE,0,None,Ice Fang,Crunch,Hail,Protect,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
271,Alicia,60,0,40,SNEASEL,0,None,Icy Wind,Slash,Screech,Faint Attack,0,60,0,43,SNEASEL,0,None,Icy Wind,Slash,Screech,Faint Attack,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272,Douglas,0,0,24,JOLTEON,0,None,-,-,-,-,0,0,0,24,VAPOREON,0,None,-,-,-,-,0,0,0,24,FLAREON,0,None,-,-,-,-,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
273,Brady,0,0,21,SKORUPI,0,None,-,-,-,-,0,0,0,21,TANGELA,0,None,-,-,-,-,0,0,0,21,YANMA,0,None,-,-,-,-,0,0,0,21,CARNIVINE,0,None,-,-,-,-,0,0,0,21,CROAGUNK,0,None,-,-,-,-,0,0,0,21,TROPIUS,0,None,-,-,-,-,0
274,Ivan,0,0,35,TOGETIC,0,None,-,-,-,-,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
275,Fernando,0,0,25,HERACROSS,0,None,-,-,-,-,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,Edwin,0,0,25,MUNCHLAX,0,None,-,-,-,-,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
277,Hayden,50,0,56,ALTARIA,0,None,-,-,-,-,0,50,0,56,SEADRA,0,None,-,-,-,-,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
278,Dennis,50,0,24,GLIGAR,0,None,Screech,Faint Attack,Quick Attack,Poison Sting,0,50,0,24,BUIZEL,0,None,Aqua Jet,Swift,Pursuit,Quick Attack,0,50,0,25,DRIFBLIM,0,None,Swallow,Gust,Stockpile,Ominous Wind,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
279,Cesar,60,0,40,SCIZOR,0,None,Metal Claw,X-Scissor,Slash,Pursuit,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280,Allen,60,0,21,GASTLY,0,None,Night Shade,Sucker Punch,Curse,Confuse Ray,0,60,0,22,GASTLY,0,None,Night Shade,Sucker Punch,Hypnosis,Confuse Ray,0,60,0,24,HAUNTER,0,None,Shadow Ball,Confuse Ray,Curse,Mean Look,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281,Zachery,60,0,47,ELECTABUZZ,0,None,Thunderbolt,Shock Wave,Quick Attack,Iron Tail,0,60,0,48,MAGNETON,0,None,Thunderbolt,Tri Attack,Mirror Shot,-,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
282,Ruben,50,0,56,NUZLEAF,0,None,Extrasensory,Fake Out,Faint Attack,Razor Leaf,0,50,0,57,GYARADOS,0,None,Aqua Tail,Hydro Pump,Dragon Dance,Ice Fang,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,Breanna,60,0,35,BRONZOR,0,None,Gyro Ball,Extrasensory,Confuse Ray,-,0,60,0,36,BRONZOR,0,None,Gyro Ball,Extrasensory,Confuse Ray,-,0,60,0,38,BRONZOR,0,None,Gyro Ball,Extrasensory,Confuse Ray,-,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
284,Catherine,60,0,23,HAUNTER,0,None,Night Shade,Confuse Ray,Sucker Punch,Curse,0,60,0,24,MISDREAVUS,0,None,Psybeam,Pain Split,Confuse Ray,Spite,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
285,Destiny,60,0,47,ELECTABUZZ,0,None,Thunderbolt,Shock Wave,Quick Attack,Iron Tail,0,60,0,48,RAICHU,0,None,Thunderbolt,Dig,Thunder Wave,Light Screen,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
286,Jamie,50,0,60,METAGROSS,0,None,Meteor Mash,Hammer Arm,Psychic,Magnet Rise,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287,Maya,50,0,24,ROSELIA,0,None,Toxic Spikes,Giga Drain,Leech Seed,-,0,50,0,24,RALTS,0,None,Psychic,Magical Leaf,Calm Mind,Double Team,0,50,0,25,LICKITUNG,0,None,Supersonic,Stomp,Rollout,Defense Curl,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
288,Maxwell,0,0,58,MISDREAVUS,0,None,-,-,-,-,0,0,0,54,HAUNTER,0,None,-,-,-,-,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
289,Brittney,0,0,55,DROWZEE,0,None,-,-,-,-,0,0,0,57,ALAKAZAM,0,None,-,-,-,-,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
290,Ava & Matt,0,0,24,PONYTA,0,None,-,-,-,-,0,0,0,24,RAPIDASH,0,None,-,-,-,-,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
291,Mickey,0,0,5,RATTATA,0,None,-,-,-,-,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292,Marco,0,0,24,PONYTA,0,None,-,-,-,-,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293,Erick,10,0,28,GOLDEEN,0,None,Water Pulse,Peck,Flail,Supersonic,0,10,0,31,SEAKING,0,None,Water Pulse,Fury Attack,Flail,Supersonic,0,10,0,31,GYARADOS,0,None,Thrash,Bite,-,-,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
294,Emma & Lil,0,0,22,BONSLY,0,None,-,-,-,-,0,0,0,22,MIME JR.,0,None,-,-,-,-,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295,Mars,100,0,15,ZUBAT,0,None,Bite,Leech Life,Toxic,-,0,100,0,17,PURUGLY,0,Oran Berry,Faint Attack,Scratch,Fake Out,-,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296,Grunt,0,0,13,STUNKY,0,None,-,-,-,-,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297,Grunt,0,0,11,ZUBAT,0,None,-,-,-,-,0,0,0,11,ZUBAT,0,None,-,-,-,-,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298,Grunt,0,0,13,ZUBAT,0,None,-,-,-,-,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
299,Grunt,0,0,11,GLAMEOW,0,None,-,-,-,-,0,0,0,11,STUNKY,0,None,-,-,-,-,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,Tony,0,0,33,KRICKETUNE,0,None,-,-,-,-,0,0,0,33,MAGNEMITE,0,None,-,-,-,-,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301,Jerry,10,0,44,MAGNEMITE,0,None,-,-,-,-,0,10,0,44,LUXIO,0,None,-,-,-,-,0,10,0,44,LUXIO,0,None,-,-,-,-,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
302,Preston,10,0,45,LUXIO,0,None,-,-,-,-,0,10,0,45,LUXIO,0,None,-,-,-,-,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
303,Lonnie,10,0,47,RAICHU,0,None,Thunderbolt,Slam,Thunder Wave,Quick Attack,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304,Calvin,0,0,23,BRONZOR,0,None,-,-,-,-,0,0,0,23,SHIELDON,0,None,-,-,-,-,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305,Larry,0,0,57,AERODACTYL,0,None,-,-,-,-,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
306,Wyatt,0,0,24,PIKACHU,0,None,-,-,-,-,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307,Craig,0,0,22,LUXIO,0,None,-,-,-,-,0,0,0,24,LUXIO,0,None,-,-,-,-,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308,Raul,0,0,23,STARAVIA,0,None,-,-,-,-,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309,Colby,40,0,23,MACHOKE,0,None,Karate Chop,Leer,Foresight,-,0,40,0,25,MACHOKE,0,None,Low Kick,Foresight,-,-,0,40,0,27,MACHOKE,0,None,Submission,Leer,Foresight,-,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310,Darren,40,0,25,MACHOP,0,None,Karate Chop,Foresight,-,-,0,40,0,25,MEDITITE,0,None,Confusion,Force Palm,-,-,0,40,0,25,MACHOKE,0,None,Karate Chop,Foresight,-,-,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
311,Rafael,40,0,26,CROAGUNK,0,None,Swagger,Revenge,Faint Attack,-,0,40,0,26,MACHOKE,0,None,Karate Chop,Foresight,-,-,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312,Jeffery,40,0,28,HERACROSS,0,None,Brick Break,Aerial Ace,Leer,-,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
313,Carl,30,0,55,TYROGUE,0,None,-,-,-,-,0,30,0,59,HITMONLEE,0,None,-,-,-,-,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314,Ricky,40,0,38,STEELIX,0,None,Iron Tail,Taunt,Torment,Screech,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
315,Gardenia,50,0,20,TURTWIG,0,None,Grass Knot,Razor Leaf,Sunny Day,Reflect,0,50,0,20,CHERRIM,0,None,Grass Knot,Leech Seed,Magical Leaf,Safeguard,0,50,0,22,ROSERADE,0,Sitrus Berry,Grass Knot,Magical Leaf,Poison Sting,Stun Spore,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316,Wake,150,0,33,GYARADOS,0,None,Waterfall,Brine,Bite,Twister,0,150,0,34,QUAGSIRE,0,None,Mud Shot,Rock Tomb,Water Pulse,Yawn,0,150,0,37,FLOATZEL,0,Sitrus Berry,Brine,Ice Fang,Crunch,Aqua Jet,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,Maylene,200,0,28,MEDITITE,0,None,Drain Punch,Confusion,Rock Tomb,Fake Out,0,200,0,29,MACHOKE,0,None,Karate Chop,Rock Tomb,Strength,Focus Energy,0,200,0,32,LUCARIO,0,None,Drain Punch,Force Palm,Metal Claw,Bone Rush,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318,Fantina,100,0,24,DUSKULL,0,None,Will-O-Wisp,Pursuit,Shadow Sneak,Future Sight,0,100,0,24,HAUNTER,0,None,Shadow Claw,Sucker Punch,Hypnosis,Confuse Ray,0,100,0,26,MISMAGIUS,0,Sitrus Berry,Shadow Ball,Psybeam,Magical Leaf,Confuse Ray,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319,Candice,250,0,40,SNEASEL,0,None,Slash,Aerial Ace,Faint Attack,Ice Shard,0,250,0,40,PILOSWINE,0,None,Avalanche,Stone Edge,Earthquake,Hail,0,250,0,42,ABOMASNOW,0,None,Avalanche,Wood Hammer,Water Pulse,Focus Blast,0,250,0,44,FROSLASS,0,Sitrus Berry,Blizzard,Double Team,Shadow Ball,Psychic,0,,,,,,,,,,,,,,,,,,,,,,
320,Volkner,250,0,46,JOLTEON,0,None,Thunder Wave,Charge Beam,Iron Tail,Quick Attack,0,250,0,46,RAICHU,0,None,Charge Beam,Focus Blast,Signal Beam,Quick Attack,0,250,0,48,LUXRAY,0,None,Ice Fang,Thunder Fang,Crunch,Fire Fang,0,196,9,50,ELECTIVIRE,0,Sitrus Berry,ThunderPunch,Fire Punch,Quick Attack,Giga Impact,14,,,,,,,,,,,,,,,,,,,,,,
321,Angelica,0,0,5,RATTATA,0,None,-,-,-,-,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
322,Madeline,0,0,8,PSYDUCK,0,None,-,-,-,-,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323,Kaitlin,0,0,4,BIDOOF,0,None,-,-,-,-,0,0,0,4,BUDEW,0,None,-,-,-,-,0,0,0,4,STARLY,0,None,-,-,-,-,0,0,0,4,ABRA,0,None,-,-,-,-,0,,,,,,,,,,,,,,,,,,,,,,
324,Caroline,20,0,17,CHERUBI,0,None,Tackle,Leech Seed,-,-,0,20,0,17,ROSELIA,0,None,Mega Drain,Poison Sting,Stun Spore,-,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
325,Molly,10,0,23,MISDREAVUS,0,None,Pain Split,Psybeam,Confuse Ray,-,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
326,Louis,0,0,14,GEODUDE,0,None,-,-,-,-,0,0,0,18,ONIX,0,None,-,-,-,-,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
327,Alexa,0,0,27,GOLDEEN,0,None,-,-,-,-,0,0,0,27,BIBAREL,0,None,-,-,-,-,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
328,Sabrina,0,0,26,WOOPER,0,None,-,-,-,-,0,0,0,28,QUAGSIRE,0,None,-,-,-,-,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
329,Diana,0,0,9,BIDOOF,0,None,-,-,-,-,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
330,Cheyenne,10,0,28,DRIFLOON,0,None,Spit Up,Swallow,Stockpile,-,0,10,0,28,MISDREAVUS,0,None,Psybeam,Astonish,Confuse Ray,-,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
331,Meghan,10,0,42,PIKACHU,0,None,-,-,-,-,0,10,0,42,PIKACHU,0,None,-,-,-,-,0,10,0,42,PIKACHU,0,None,-,-,-,-,0,10,0,42,PIKACHU,0,None,-,-,-,-,0,,,,,,,,,,,,,,,,,,,,,,
332,Danny,0,0,26,HOOTHOOT,0,None,-,-,-,-,0,0,0,28,MACHOP,0,None,-,-,-,-,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
333,Thomas,0,0,43,NOCTOWL,0,None,-,-,-,-,0,0,0,43,MACHOKE,0,None,-,-,-,-,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334,Mickey,0,0,5,RATTATA,0,None,-,-,-,-,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335,Trey,0,0,45,LUXRAY,0,None,-,-,-,-,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
336,Angelica,0,0,5,RATTATA,0,None,-,-,-,-,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
337,Marc,0,0,45,MANTYKE,0,None,-,-,-,-,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
338,Skyler,0,0,32,MANTYKE,0,None,-,-,-,-,0,0,0,34,MACHOKE,0,None,-,-,-,-,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
339,Damian,10,0,31,WINGULL,0,None,Water Pulse,Wing Attack,Quick Attack,-,0,10,0,31,PELIPPER,0,None,Water Pulse,Wing Attack,Quick Attack,-,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340,Chance,10,0,23,GASTLY,0,None,Night Shade,Sucker Punch,Confuse Ray,Hypnosis,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
341,Forrest,10,0,47,MAGNETON,0,None,Thunderbolt,Tri Attack,Mirror Shot,-,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342,Harrison,10,0,6,STARLY,0,None,Quick Attack,-,-,-,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
343,Mackenzie,10,0,21,DRIFLOON,0,None,Payback,Gust,Astonish,Minimize,0,10,0,21,DRIFLOON,0,None,Spit Up,Swallow,Stockpile,-,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
344,Tiera,10,0,47,PACHIRISU,0,None,Last Resort,Super Fang,Discharge,Sweet Kiss,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
345,Christine,10,0,6,BIDOOF,0,None,-,-,-,-,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346,Cyndy,0,0,29,GLAMEOW,0,None,-,-,-,-,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
347,Angelica,0,0,5,RATTATA,0,None,-,-,-,-,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
348,Lindsay,20,0,19,ROSELIA,0,None,Mega Drain,Poison Sting,Stun Spore,-,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349,Mickey,0,0,5,RATTATA,0,None,-,-,-,-,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350,Angelica,0,0,5,RATTATA,0,None,-,-,-,-,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351,Mickey,0,0,5,RATTATA,0,None,-,-,-,-,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352,Mickey,0,0,5,RATTATA,0,None,-,-,-,-,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
353,Angelica,0,0,5,RATTATA,0,None,-,-,-,-,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
354,Angelica,0,0,5,RATTATA,0,None,-,-,-,-,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355,Dallas,0,0,8,SHINX,0,None,-,-,-,-,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
356,Sebastian,0,0,8,MACHOP,0,None,Low Kick,Leer,-,-,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
357,Donny,10,0,20,GASTLY,0,None,Sucker Punch,Night Shade,Confuse Ray,Curse,0,10,0,22,DRIFLOON,0,None,Spit Up,Swallow,Stockpile,-,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
358,Trenton,0,0,31,SHELLOS,0,None,-,-,-,-,0,0,0,33,SHELLOS,0,None,-,-,-,-,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
359,Conner,0,0,44,REMORAID,0,None,-,-,-,-,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360,Mariel,0,0,31,MARILL,0,None,-,-,-,-,0,0,0,33,MARILL,0,None,-,-,-,-,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
361,Holly,0,0,44,REMORAID,0,None,-,-,-,-,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
362,Armando,100,0,53,MUK,0,None,Acid Armor,Toxic,Sludge Bomb,Dark Pulse,0,100,0,53,MIGHTYENA,0,None,Sucker Punch,Taunt,Assurance,Take Down,0,100,0,56,LICKITUNG,0,None,Power Whip,Giga Impact,Surf,Fire Blast,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
363,Mickey,0,0,5,RATTATA,0,None,-,-,-,-,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
364,Mickey,0,0,5,RATTATA,0,None,-,-,-,-,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
365,Mickey,0,0,5,RATTATA,0,None,-,-,-,-,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
