ID Number,Name,Moves,Held Item,Trainer Class,Battle Type,Number of Pokemon,Item 1,Item 2,Item 3,Item 4,Prioritize Effectiveness,Evaluate Attacks,Expert,Prioritize Status,Risky Attacks,Prioritize Damage,Partner,Double Battle,Prioritize Healing,Utilize Weather,Harassment,Roaming Pokemon,Safari Zone,Catching Demo,Battle Type,Unknown 1,Unknown 2,Unknown 3
242,Mickey,FALSE,FALSE,46,0,1,None,None,None,None,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Single Battle,0,0,0
243,Angelica,FALSE,FALSE,36,0,1,None,None,None,None,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Single Battle,0,0,0
244,Jonathon,TRUE,FALSE,2,0,1,None,None,None,None,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Single Battle,0,0,0
245,Darius,TRUE,FALSE,2,0,2,None,None,None,None,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Single Battle,0,0,0
246,Roark,TRUE,FALSE,62,0,3,Potion,Potion,None,None,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Single Battle,0,0,0
247,Cedric,TRUE,FALSE,63,0,2,None,None,None,None,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Single Battle,0,0,0
248,Cedric,TRUE,FALSE,63,0,2,None,None,None,None,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Single Battle,0,0,0
249,Cedric,TRUE,FALSE,63,0,2,None,None,None,None,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Single Battle,0,0,0
250,Byron,TRUE,TRUE,64,0,3,Hyper Potion,Full Restore,None,None,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Single Battle,0,0,0
251,Angelica,FALSE,FALSE,25,0,1,None,None,None,None,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Single Battle,0,0,0
252,Mickey,FALSE,FALSE,4,0,1,None,None,None,None,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Single Battle,0,0,0
253,Mickey,FALSE,FALSE,4,0,1,None,None,None,None,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Single Battle,0,0,0
254,Mickey,FALSE,FALSE,4,0,1,None,None,None,None,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Single Battle,0,0,0
255,Mickey,FALSE,FALSE,4,0,1,None,None,None,None,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Single Battle,0,0,0
256,Jackson,TRUE,FALSE,59,0,3,None,None,None,None,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Single Battle,0,0,0
257,Gary,TRUE,FALSE,59,0,1,None,None,None,None,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Single Battle,0,0,0
258,Philip,FALSE,FALSE,14,0,1,None,None,None,None,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Single Battle,0,0,0
259,Jenna,TRUE,FALSE,7,0,3,None,None,None,None,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Single Battle,0,0,0
260,Angela,TRUE,FALSE,7,0,1,None,None,None,None,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Single Battle,0,0,0
261,Aaron,TRUE,TRUE,65,0,5,Full Restore,Full Restore,None,None,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Single Battle,0,0,0
262,Bertha,TRUE,TRUE,66,0,5,Full Restore,Full Restore,None,None,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Single Battle,0,0,0
263,Flint,TRUE,TRUE,67,0,5,Full Restore,Full Restore,None,None,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Single Battle,0,0,0
264,Lucian,TRUE,TRUE,68,0,5,Full Restore,Full Restore,None,None,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Single Battle,0,0,0
265,Curtis,FALSE,FALSE,4,0,2,None,None,None,None,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Single Battle,0,0,0
266,Drew,TRUE,FALSE,4,0,3,None,None,None,None,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Single Battle,0,0,0
267,Cynthia,TRUE,TRUE,69,0,6,Full Restore,Full Restore,Full Restore,Full Restore,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Single Battle,0,0,0
268,Sergio,TRUE,FALSE,53,0,2,None,None,None,None,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Single Battle,0,0,0
269,Isaiah,TRUE,FALSE,53,0,1,None,None,None,None,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Single Battle,0,0,0
270,Savannah,TRUE,FALSE,54,0,3,None,None,None,None,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Single Battle,0,0,0
271,Alicia,TRUE,FALSE,54,0,2,None,None,None,None,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Single Battle,0,0,0
272,Douglas,FALSE,FALSE,37,0,3,None,None,None,None,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Single Battle,0,0,0
273,Brady,FALSE,FALSE,37,0,6,None,None,None,None,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Single Battle,0,0,0
274,Ivan,FALSE,FALSE,37,0,1,None,None,None,None,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Single Battle,0,0,0
275,Fernando,FALSE,FALSE,37,0,1,None,None,None,None,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Single Battle,0,0,0
276,Edwin,FALSE,FALSE,37,0,1,None,None,None,None,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Single Battle,0,0,0
277,Hayden,FALSE,FALSE,29,0,2,None,None,None,None,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Single Battle,0,0,0
278,Dennis,TRUE,FALSE,24,0,3,None,None,None,None,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Single Battle,0,0,0
279,Cesar,TRUE,FALSE,24,0,1,None,None,None,None,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Single Battle,0,0,0
280,Allen,TRUE,FALSE,24,0,3,None,None,None,None,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Single Battle,0,0,0
281,Zachery,TRUE,FALSE,24,0,2,None,None,None,None,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Single Battle,0,0,0
282,Ruben,TRUE,FALSE,24,0,2,None,None,None,None,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Single Battle,0,0,0
283,Breanna,TRUE,FALSE,25,0,3,None,None,None,None,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Single Battle,0,0,0
284,Catherine,TRUE,FALSE,25,0,2,None,None,None,None,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Single Battle,0,0,0
285,Destiny,TRUE,FALSE,25,0,2,None,None,None,None,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Single Battle,0,0,0
286,Jamie,TRUE,FALSE,25,0,1,None,None,None,None,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Single Battle,0,0,0
287,Maya,TRUE,FALSE,25,0,3,None,None,None,None,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Single Battle,0,0,0
288,Maxwell,FALSE,FALSE,49,0,2,None,None,None,None,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Single Battle,0,0,0
289,Brittney,FALSE,FALSE,50,0,2,None,None,None,None,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Single Battle,0,0,0
290,Ava & Matt,FALSE,FALSE,70,0,2,None,None,None,None,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Double Battle,0,0,0
291,Mickey,FALSE,FALSE,71,0,1,None,None,None,None,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Single Battle,0,0,0
292,Marco,FALSE,FALSE,71,0,1,None,None,None,None,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Single Battle,0,0,0
293,Erick,TRUE,FALSE,11,0,3,None,None,None,None,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Single Battle,0,0,0
294,Emma & Lil,FALSE,FALSE,8,0,2,None,None,None,None,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Double Battle,0,0,0
295,Mars,TRUE,TRUE,72,0,2,None,None,None,None,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Single Battle,0,0,0
296,Grunt,FALSE,FALSE,73,0,1,None,None,None,None,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Single Battle,0,0,0
297,Grunt,FALSE,FALSE,73,0,2,None,None,None,None,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Single Battle,0,0,0
298,Grunt,FALSE,FALSE,73,0,1,None,None,None,None,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Single Battle,0,0,0
299,Grunt,FALSE,FALSE,73,0,2,None,None,None,None,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Single Battle,0,0,0
300,Tony,FALSE,FALSE,52,0,2,None,None,None,None,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Single Battle,0,0,0
301,Jerry,FALSE,FALSE,52,0,3,None,None,None,None,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Single Battle,0,0,0
302,Preston,FALSE,FALSE,52,0,2,None,None,None,None,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Single Battle,0,0,0
303,Lonnie,TRUE,FALSE,52,0,1,None,None,None,None,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Single Battle,0,0,0
304,Calvin,FALSE,FALSE,48,0,2,None,None,None,None,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Single Battle,0,0,0
305,Larry,FALSE,FALSE,48,0,1,None,None,None,None,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Single Battle,0,0,0
306,Wyatt,FALSE,FALSE,19,0,1,None,None,None,None,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Single Battle,0,0,0
307,Craig,FALSE,FALSE,19,0,2,None,None,None,None,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Single Battle,0,0,0
308,Raul,FALSE,FALSE,19,0,1,None,None,None,None,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Single Battle,0,0,0
309,Colby,TRUE,FALSE,14,0,3,None,None,None,None,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Single Battle,0,0,0
310,Darren,TRUE,FALSE,14,0,3,None,None,None,None,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Single Battle,0,0,0
311,Rafael,TRUE,FALSE,14,0,2,None,None,None,None,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Single Battle,0,0,0
312,Jeffery,TRUE,FALSE,14,0,1,None,None,None,None,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Single Battle,0,0,0
313,Carl,FALSE,FALSE,14,0,2,None,None,None,None,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Single Battle,0,0,0
314,Ricky,TRUE,FALSE,14,0,1,None,None,None,None,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Single Battle,0,0,0
315,Gardenia,TRUE,TRUE,74,0,3,Super Potion,Super Potion,None,None,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Single Battle,0,0,0
316,Wake,TRUE,TRUE,75,0,3,Hyper Potion,Hyper Potion,None,None,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Single Battle,0,0,0
317,Maylene,TRUE,TRUE,76,0,3,None,None,None,None,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Single Battle,0,0,0
318,Fantina,TRUE,TRUE,77,0,3,Super Potion,Super Potion,None,None,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Single Battle,0,0,0
319,Candice,TRUE,TRUE,78,0,4,Hyper Potion,Full Restore,None,None,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Single Battle,0,0,0
320,Volkner,TRUE,TRUE,79,0,4,Hyper Potion,Full Restore,None,None,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Single Battle,0,0,0
321,Angelica,FALSE,FALSE,3,0,1,None,None,None,None,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Single Battle,0,0,0
322,Madeline,FALSE,FALSE,3,0,1,None,None,None,None,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Single Battle,0,0,0
323,Kaitlin,FALSE,FALSE,3,0,4,None,None,None,None,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Single Battle,0,0,0
324,Caroline,TRUE,FALSE,3,0,2,None,None,None,None,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Single Battle,0,0,0
325,Molly,TRUE,FALSE,3,0,1,None,None,None,None,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Single Battle,0,0,0
326,Louis,FALSE,FALSE,9,0,2,None,None,None,None,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Single Battle,0,0,0
327,Alexa,FALSE,FALSE,80,0,2,None,None,None,None,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Single Battle,0,0,0
328,Sabrina,FALSE,FALSE,80,0,2,None,None,None,None,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Single Battle,0,0,0
329,Diana,FALSE,FALSE,5,0,1,None,None,None,None,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Single Battle,0,0,0
330,Cheyenne,TRUE,FALSE,5,0,2,None,None,None,None,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Single Battle,0,0,0
331,Meghan,FALSE,FALSE,22,0,4,None,None,None,None,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Single Battle,0,0,0
332,Danny,FALSE,FALSE,38,0,2,None,None,None,None,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Single Battle,0,0,0
333,Thomas,FALSE,FALSE,38,0,2,None,None,None,None,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Single Battle,0,0,0
334,Mickey,FALSE,FALSE,32,0,1,None,None,None,None,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Single Battle,0,0,0
335,Trey,FALSE,FALSE,32,0,1,Full Restore,None,None,None,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Single Battle,0,0,0
336,Angelica,FALSE,FALSE,33,0,1,None,None,None,None,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Single Battle,0,0,0
337,Marc,FALSE,FALSE,46,0,1,None,None,None,None,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Single Battle,0,0,0
338,Skyler,FALSE,FALSE,46,0,2,None,None,None,None,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Single Battle,0,0,0
339,Damian,TRUE,FALSE,46,0,2,None,None,None,None,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Single Battle,0,0,0
340,Chance,TRUE,FALSE,60,0,1,X Defend,None,None,None,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Single Battle,0,0,0
341,Forrest,TRUE,FALSE,60,0,1,X Speed,None,None,None,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Single Battle,0,0,0
342,Harrison,TRUE,FALSE,60,0,1,X Attack,None,None,None,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Single Battle,0,0,0
343,Mackenzie,TRUE,FALSE,61,0,2,Super Potion,None,None,None,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Single Battle,0,0,0
344,Tiera,TRUE,FALSE,61,0,1,Hyper Potion,None,None,None,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Single Battle,0,0,0
345,Christine,FALSE,FALSE,61,0,1,Potion,None,None,None,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Single Battle,0,0,0
346,Cyndy,FALSE,FALSE,36,0,1,None,None,None,None,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Single Battle,0,0,0
347,Angelica,FALSE,FALSE,36,0,1,None,None,None,None,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Single Battle,0,0,0
348,Lindsay,TRUE,FALSE,36,0,1,None,None,None,None,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Single Battle,0,0,0
349,Mickey,FALSE,FALSE,55,0,1,None,None,None,None,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Single Battle,0,0,0
350,Angelica,FALSE,FALSE,56,0,1,None,None,None,None,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Single Battle,0,0,0
351,Mickey,FALSE,FALSE,42,0,1,None,None,None,None,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Single Battle,0,0,0
352,Mickey,FALSE,FALSE,42,0,1,None,None,None,None,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Single Battle,0,0,0
353,Angelica,FALSE,FALSE,43,0,1,None,None,None,None,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Single Battle,0,0,0
354,Angelica,FALSE,FALSE,43,0,1,None,None,None,None,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Single Battle,0,0,0
355,Dallas,FALSE,FALSE,2,0,1,None,None,None,None,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Single Battle,0,0,0
356,Sebastian,TRUE,FALSE,2,0,1,None,None,None,None,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Single Battle,0,0,0
357,Donny,TRUE,FALSE,2,0,2,None,None,None,None,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Single Battle,0,0,0
358,Trenton,FALSE,FALSE,44,0,2,None,None,None,None,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Single Battle,0,0,0
359,Conner,FALSE,FALSE,44,0,1,None,None,None,None,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Single Battle,0,0,0
360,Mariel,FALSE,FALSE,45,0,2,None,None,None,None,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Single Battle,0,0,0
361,Holly,FALSE,FALSE,45,0,1,None,None,None,None,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Single Battle,0,0,0
362,Armando,TRUE,FALSE,27,0,3,None,None,None,None,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Single Battle,0,0,0
